Category,Subcategory,Scope,Rank,Player,Value,Context,IsActive
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",12,"Josh",5,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",12,"Nick",5,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",12,"Michael",5,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",12,"Tyler",5,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",12,"Steve",5,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",12,"Cody",5,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",12,"Ian",5,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",12,"Sam",5,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",20,"Allie",4,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",21,"Rachel M",3,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",22,"Luke",2,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",22,"Becca",2,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",22,"Jennie",2,,false
"Most 3rd Places","Totals","All-Time (Reg and Post Season)",25,"Brian",0,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",1,"Ryan",13,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",2,"Josh",12,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",3,"Steve",11,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",4,"Carly",10,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",5,"Dan",8,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",5,"Allie",8,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",5,"Tyler",8,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",5,"Emma",8,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",9,"Richie",6,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",9,"Rachel F",6,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",9,"Ashley",6,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",12,"Nick",5,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",12,"Michael",5,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",12,"Luke",5,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",12,"Rachel M",5,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",12,"Ian",5,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",17,"Jack M",4,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",17,"Sam",4,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",19,"Austin",3,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",19,"Jack C",3,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",21,"Becca",2,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",21,"Jennie",2,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",21,"Brittany",2,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",24,"Brian",1,,false
"Most 4th Places","Totals","All-Time (Reg and Post Season)",24,"Cody",1,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",1,"Michael",25,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",2,"Nick",23,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",2,"Austin",23,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",4,"Richie",20,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",5,"Ashley",19,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",6,"Rachel M",18,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",7,"Rachel F",14,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",7,"Jack M",14,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",7,"Cody",14,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",10,"Josh",13,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",11,"Dan",12,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",12,"Tyler",11,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",13,"Carly",10,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",13,"Ian",10,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",13,"Sam",10,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",16,"Ryan",9,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",17,"Steve",8,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",18,"Luke",6,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",19,"Allie",4,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",19,"Emma",4,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",19,"Brittany",4,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",22,"Jack C",3,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",23,"Becca",2,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",23,"Jennie",2,,false
"Top Half Finishes (1st/2nd)","Totals","All-Time (Reg and Post Season)",25,"Brian",1,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",1,"Ryan",22,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",2,"Dan",19,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",3,"Josh",17,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",3,"Rachel F",17,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",5,"Carly",16,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",5,"Steve",16,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",7,"Richie",15,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",8,"Emma",14,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",9,"Ashley",13,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",9,"Tyler",13,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",11,"Allie",12,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",12,"Jack M",11,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",13,"Nick",10,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",13,"Austin",10,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",13,"Michael",10,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",13,"Ian",10,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",17,"Sam",9,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",17,"Jack C",9,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",19,"Rachel M",8,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",19,"Brittany",8,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",21,"Luke",7,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",22,"Cody",6,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",23,"Becca",4,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",23,"Jennie",4,,false
"Bottom Half Finishes (3rd/4th)","Totals","All-Time (Reg and Post Season)",25,"Brian",1,,false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",1,"Austin",4,"2023 Week 6 - 2024 Week 2",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",1,"Michael",4,"2025 Week 6 - 2026 Week 1",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",3,"Nick",3,"2023 Week 3 - 2023 Week 5",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",3,"Richie",3,"2023 Week 5 - 2024 Week 1",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",3,"Ashley",3,"2024 Week 6 - 2025 Week 2",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",3,"Rachel M",3,"2025 Week 2 - 2025 Week 4",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",3,"Cody",3,"2026 Week 3 - 2026 Week 5",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",3,"Ian",3,"2025 Week 5 - 2025 Playoff 2",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",3,"Sam",3,"2025 Week 3 - 2025 Week 5",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",10,"Dan",2,"2025 Week 4 - 2025 Week 5",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",10,"Ryan",2,"2024 Week 2 - 2024 Week 3",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",10,"Josh",2,"2024 Week 4 - 2024 Week 5",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",10,"Rachel F",2,"2022 Week 3 - 2022 Week 4",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",10,"Carly",2,"2024 Week 6 - 2024 Playoff 2",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",10,"Brittany",2,"2025 Week 6 - 2026 Week 1",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Brian",1,"2022 Week 1",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Luke",1,"2022 Week 2",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Tyler",1,"2023 Week 4",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Jack M",1,"2024 Week 3 - Present",true
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Steve",1,"2025 Week 3",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Jennie",1,"2024 Week 6",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Jack C",1,"2026 Week 4",false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",23,"Becca",0,,false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",23,"Allie",0,,false
"Longest Win Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",23,"Emma",0,,false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",1,"Austin",5,"2025 Week 2 - 2025 Week 6",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Nick",3,"2024 Week 1 - 2024 Week 3",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Tyler",3,"2025 Week 2 - 2025 Week 4",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Rachel M",3,"2023 Week 2 - 2023 Week 4",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Cody",3,"2024 Week 6 - 2024 Championship",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Dan",2,"2022 Week 4 - 2022 Week 5",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Ryan",2,"2024 Week 4 - 2024 Week 5",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Josh",2,"2026 Week 5 - Present",true
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Michael",2,"2023 Week 6 - 2023 Championship",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Ashley",2,"2023 Week 5 - 2023 Week 6",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Jack M",2,"2026 Week 3 - 2026 Week 4",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Steve",2,"2023 Week 1 - 2023 Week 2",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Emma",2,"2024 Week 4 - 2024 Week 5",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Ian",2,"2026 Week 4 - 2026 Week 5",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Sam",2,"2025 Week 1 - 2025 Week 2",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Richie",1,"2022 Week 6 - Present",true
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Rachel F",1,"2024 Week 2",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Luke",1,"2022 Week 1",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Becca",1,"2022 Week 3",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Allie",1,"2022 Week 5",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Carly",1,"2023 Week 1",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Jennie",1,"2024 Week 1",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Jack C",1,"2025 Week 1",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",16,"Brittany",1,"2025 Week 1",false
"Longest 2nd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",25,"Brian",0,,false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",1,"Ryan",4,"2023 Week 1 - 2023 Week 4",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Dan",3,"2026 Week 2 - 2026 Week 4",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Austin",3,"2022 Week 4 - 2022 Week 6",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Rachel F",3,"2023 Week 5 - 2024 Week 1",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Ashley",3,"2025 Week 4 - 2025 Week 6",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Sam",3,"2024 Week 4 - 2024 Week 6",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Brittany",3,"2025 Week 2 - 2025 Week 4",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",8,"Josh",2,"2026 Week 1 - 2026 Week 2",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",8,"Richie",2,"2022 Week 1 - 2022 Week 2",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",8,"Becca",2,"2022 Week 1 - 2022 Week 2",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",8,"Allie",2,"2022 Week 3 - 2022 Week 4",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",8,"Jack M",2,"2023 Week 6 - 2024 Week 1",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",8,"Cody",2,"2025 Week 2 - 2025 Week 3",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",8,"Jack C",2,"2025 Week 5 - Present",true
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Nick",1,"2023 Championship",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Michael",1,"2022 Week 6",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Luke",1,"2022 Week 6",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Carly",1,"2023 Week 2",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Tyler",1,"2023 Week 2",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Rachel M",1,"2024 Week 3",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Steve",1,"2024 Week 1 - Present",true
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Emma",1,"2024 Week 3",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Jennie",1,"2024 Week 2",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",15,"Ian",1,"2024 Week 2",false
"Longest 3rd Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",25,"Brian",0,,false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",1,"Steve",6,"2024 Week 2 - 2025 Week 1",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Ryan",4,"2025 Week 5 - 2026 Week 2",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",2,"Carly",4,"2025 Week 5 - 2026 Week 2",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",4,"Josh",3,"2022 Week 6 - 2023 Week 2",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",4,"Allie",3,"2023 Week 5 - 2024 Week 1",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Nick",2,"2025 Week 1 - 2025 Week 2",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Richie",2,"2026 Week 3 - 2026 Week 4",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Rachel F",2,"2022 Week 1 - 2022 Week 2",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Luke",2,"2023 Week 5 - 2023 Week 6",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Becca",2,"2022 Week 4 - 2022 Week 5",false
"Longest 4th Place Streak","Streaks (All-Time)","All-Time (Reg and Post Season)",6,"Tyler",2,"2026 Week 5 - Present",true
